PROBE_ID_REF,GENE_IDENTIFIER,GSM12587,GSM12588,GSM12589,GSM12590,GSM12591,GSM12592,GSM12593,GSM12594,GSM12595,GSM12596,GSM12597,GSM12598,GSM12599,GSM12600,GSM12601,GSM12602,GSM12603,GSM12604,GSM12605,GSM12606
AFFX-HSAC07/X00351_3_st,ACTB,106.4,490.8,117.9,77.5,104.7,70.1,65.8,61.7,81.4,128.9,85.1,72.8,163.5,90.1,133,59.5,64.4,149.9,125.3,183.9
AFFX-HSAC07/X00351_5_at,ACTB,20309.4,19586,14790.9,24179.7,17742.7,17713.6,24669.7,22006.2,21856.2,23635,24745.1,21001.7,14937,26400.1,20472.8,19668.7,27063,24865.4,16164.2,22321.7
AFFX-HSAC07/X00351_5_st,ACTB,36.1,135,117.3,29.5,13,27.1,24.6,39.3,17.5,34.4,21.7,131.4,95.5,23,23.8,21.5,41.2,103.7,19.2,136.1
AFFX-HSAC07/X00351_M_at,ACTB,37125.8,28591.8,27659.1,28283,20495.1,22531.5,29001.1,25677.9,29868.8,27176.1,29095.9,44289.4,30266,31922.2,24211.4,23818.8,30976.3,28992.6,20002,30464.7
AFFX-HSAC07/X00351_M_st,ACTB,32.1,208.7,94.8,83.8,51,67.5,66.1,28.4,123.1,73.1,73.1,87.9,114.6,68.6,44.5,84.4,12.5,114.9,50.1,60.5
AFFX-HUMGAPDH/M33197_3_at,GAPDH,12811,10115.5,13218.5,8315,8906.6,9902.7,15255.8,9787,8704.4,9475.9,11067,19512.6,8425.1,12778.5,7038.5,6227.1,12263.1,9793.6,5603.3,8659.8
AFFX-HUMGAPDH/M33197_3_st,GAPDH,67.6,210.1,74.6,73.8,67.4,62.1,97.5,14.2,27.1,121.1,23.5,78.3,123.9,47.3,19.6,62.1,48.8,68.8,55.5,75.4
AFFX-HUMGAPDH/M33197_5_at,GAPDH,9005.8,5844.4,10089.7,9734.8,9453.3,9324,14724.6,10459,7970.2,8927.9,9788.4,8825.4,5734.8,14098.3,7146.7,5928.7,10670,9553.2,6694.4,6345.3
AFFX-HUMGAPDH/M33197_5_st,GAPDH,10.7,52.9,34.2,9.2,4.1,15.8,5.8,36.2,10.9,65.3,40.4,9.6,11.4,13.4,7.7,6.3,11.6,12.9,6.5,11.8
AFFX-HUMGAPDH/M33197_M_at,GAPDH,10515.5,6774.8,11682.6,10485.9,8321.5,8974.4,15161.2,10911.9,8828.3,9219.5,9616.9,15144.5,7501.1,14340.8,5837.1,5445.6,10615.2,8737.6,5654.3,7293.6
AFFX-HUMGAPDH/M33197_M_st,GAPDH,71.3,113.6,152.9,87.6,87.3,108.4,98.4,69.7,91.1,131.4,102.6,51.5,88.1,91.6,49.2,63.1,25.5,99.1,17.2,163.4
AFFX-HUMISGF3A/M97935_3_at,STAT1,2479,1587,1563.5,2100.1,2236.6,2062.3,1026.8,2481.5,1550,1560.1,2158.5,2148.7,1584.7,1759,1004.7,906.2,517.5,734.2,1234.6,731.1
AFFX-HUMISGF3A/M97935_5_at,STAT1,5.4,117.1,3.3,324.7,283.8,249,76.4,562.3,3.6,135.8,339,3.9,8.1,353,78,26.8,117.3,177.6,93.4,237.9
AFFX-HUMISGF3A/M97935_MA_at,STAT1,1026,473.8,208.5,1309.2,1018,855.6,414.8,2043.6,610.7,478,1468.2,346.6,369.5,1468.8,460,519.8,525.2,618.7,587.4,907.1
AFFX-HUMISGF3A/M97935_MB_at,STAT1,1459.4,447.2,467.5,1042.5,656.4,590.7,235.4,1468.3,538.6,281.2,764.8,507.8,473,923.7,409.7,286.3,332.9,403,398.2,502.7
AFFX-HUMRGE/M10098_3_at,#NAME?,18.3,19.1,56,64,33.3,49.8,66.6,67.6,15.5,63.1,7.9,62.7,40.6,11.2,69.3,22.6,18.7,48.4,91.9,20.6
AFFX-HUMRGE/M10098_5_at,#NAME?,9.6,11.4,8.1,7.5,5.3,6.7,10.5,12.8,7.7,179.6,3.7,15.6,13.4,5.1,6.9,15.1,25.7,11,3.7,5.4
AFFX-HUMRGE/M10098_M_at,#NAME?,4.5,5.4,6.2,4.1,3.4,7.9,7,9.1,5.6,46.9,4.6,10.3,8.3,8,9.7,7.4,9.2,7.4,5.4,13.4
AFFX-HUMTFRR/M11507_3_at,TFRC,54.6,88.9,35.3,145.6,117.3,102.7,80.5,130.6,84.4,59.2,83.6,86.6,62,68.9,145.9,122.7,31.3,91.4,116.7,102
AFFX-HUMTFRR/M11507_5_at,TFRC,54.2,67.4,39.9,79.5,69.7,61.5,77.3,51.4,48,61.6,48.9,77.1,57,52.1,72.2,76.1,68.2,74.6,67.9,60.7
AFFX-HUMTFRR/M11507_M_at,TFRC,19.3,10.7,18.8,44.6,46.4,52.9,19.5,29.7,19.6,18.9,66.1,27.5,16.7,18,51.5,18.2,36.7,32.2,31.9,43.7
AFFX-LysX-3_at,#NAME?,8.1,5.8,4.2,11.9,16.1,1.5,10.2,10.9,16.4,3.3,16.9,10.1,15.1,5.4,6,4.1,4,5.3,4.9,28.7
AFFX-LysX-5_at,#NAME?,9.5,3.4,6.8,3.8,1.4,8.6,1.7,17.9,13.8,23.1,11.8,5.3,4.4,3.6,1.3,4,13.6,21.3,2.2,33.3
AFFX-LysX-M_at,#NAME?,9.2,10.8,5.4,28.1,11.1,38.1,3.5,4.5,6.5,26.7,9.3,15.2,10.6,4.1,9.3,17.9,8.5,8.6,14.7,25.5
AFFX-M27830_3_at,#NAME?,56.8,57.4,69.1,72.7,55,54.8,64.4,62.5,76.8,129.9,82.7,135.3,70.3,128.4,68.1,63.3,51.3,63.2,63.9,54
AFFX-M27830_5_at,#NAME?,33.1,373.7,11.9,49.8,85.3,72.8,70.8,41.6,26.3,247.9,23.6,16,93.4,113.6,96.9,46.9,30.7,121.3,97.7,146.9
AFFX-M27830_M_at,#NAME?,51.7,1439.2,32.3,58.7,62.4,155.2,69.2,124.6,50.9,912,250.5,118.8,46.1,591.2,221,59.7,303.1,673.1,146.8,1141
AFFX-PheX-3_at,#NAME?,45.8,33.5,49.7,114.3,43,21.4,48.6,74.1,23.8,19.1,24.8,111.4,80.7,14.7,21.1,58.9,30,30.7,37.9,40.9
AFFX-PheX-5_at,#NAME?,3.1,3.1,2,1.8,1.1,4,1.3,2.5,1.6,3.2,1.5,3.1,5,1.9,3.6,1.8,11,1.3,2.6,3.8
AFFX-PheX-M_at,#NAME?,3.3,2.5,11.3,2.5,3.1,3,1.4,1.5,3.8,1.9,1.1,3.5,3.9,3.1,5.3,3.5,2.2,4.3,2.1,4.6
AFFX-ThrX-3_at,#NAME?,7.7,3.5,8,9.9,3.9,4.9,3.4,3.7,6.4,5.1,3.2,11.3,6.5,4.3,4.9,2.9,21.1,6,3.8,4.8
AFFX-ThrX-5_at,#NAME?,10,7.7,7.6,6.3,30.9,5.3,6.6,6.5,4.7,9.9,3.6,15.7,7.4,3.1,6.1,3.5,30.5,13.1,5.9,7.1
AFFX-ThrX-M_at,#NAME?,12.1,8.1,6.2,23,13.5,1.6,16.3,1.7,24.5,2.3,19.5,26.6,11.3,28.2,2.5,3.4,18.7,3.9,5,12.5
AFFX-TrpnX-3_at,#NAME?,3,2.7,2.5,2.5,1.4,1.9,1.7,2,2.8,2.2,1.9,5.1,3.6,2,2.3,5,3.7,2.2,1.7,1.8
AFFX-TrpnX-5_at,#NAME?,29.2,4.5,5.2,5.4,26.2,4.5,13,5.8,6.1,8.4,6.5,24,9,15.7,8,41.3,11.1,4.2,4.5,12.2
AFFX-TrpnX-M_at,#NAME?,4.4,2.5,4.3,4,1.9,2.8,3,2.5,3.3,3,3.1,5.2,5.2,2.6,3.4,2.4,4.5,3.4,2.8,5.6
AJ000099_s_at,HYAL2,492.9,512.9,589.3,595.1,456.4,447.2,406.8,415.3,539.3,544.9,523.7,439.8,491.9,419.3,494.9,502.3,574.1,465.2,426.3,418
AJ000480_at,TRIB1,527.9,510.9,119.2,381.3,317.4,304.9,940.3,377,186,287.4,906.9,222.2,80.6,682.6,365.1,286.1,263.3,297.4,355.5,516.7
AJ001047_at,MATN3,10.3,9.3,8.6,21.8,8.1,6,16.5,6.5,8,3.1,27.7,9.3,11.8,145.1,24,4.7,27.5,19.5,13.4,9.8
AJ001421_at,RER1,2642.3,1382.8,903.8,2041.1,1785.5,1731.4,1719.7,2537.6,2052.4,1914.7,4358.7,1735.7,756.8,2366.4,2252.3,1592,1982,1967.4,2104.6,2719.8
AJ001487_at,AJ001487,8.3,7.9,7,9,5.8,4.6,4.3,4,6.8,7.4,3.8,13.4,7.8,6.9,6.9,6.2,7.3,8.1,5.4,6.7
D00003_at,CYP3A4,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
D00003_s_at,CYP3A4,1.7,2,2.2,1.8,1.1,0.9,0.9,1.3,2.1,1.2,1.2,2.3,3.2,1.8,1.5,1.8,1.2,1.5,1.3,0.9
D00017_at,ANXA2,6440.3,5263.6,4031.3,4872.6,5325.7,5105.2,4658.1,6638.9,5494.6,3395.5,6851.8,8436.4,5261.6,5046,3368,2827,4473.6,3638.1,3374,5984.8
D00097_s_at,APCS,31,22.8,13.2,46.1,25.6,11.6,8.7,17.1,42.2,18,7.9,44.2,14.7,18.7,31,12.7,41.4,11.5,4.8,28.4
D00408_at,CYP3A7-CYP3A51P,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
D00408_s_at,CYP3A7-CYP3A51P,73.5,173.6,58.2,50,72.2,61.4,66.1,26.6,187.6,9.9,55.1,102.5,23.2,35.2,118.9,148.6,33.6,88.8,109.1,65.8
D00591_at,RCC1,273,202.2,162.9,191.8,227.4,210.7,281.5,162.8,181.3,177.6,239.9,215.6,174.7,242.3,269.7,225.3,287,268.6,181.3,346.2
D00596_at,TYMS,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
D00632_at,GPX3,99,84.7,153.4,48.6,82.7,88.3,111.1,55.1,93.7,69.4,43.5,163.4,93,102.3,104.6,105.7,78.7,196.2,83.8,110.7
D00654_at,ACTG2,84.3,15.4,3.1,4.9,31.7,58.8,19.2,34.9,17.9,37.9,4.6,14.3,25.9,10.7,24.3,52.6,52.9,19.4,50.4,14.7
D00723_at,GCSH,5.3,23,34.5,17.4,34.6,8.6,32.5,33.5,40.1,62.2,65,9.8,7.4,32.1,23.5,10,9.6,48,28.9,22.6
D00726_at,FECH,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
D00749_s_at,CD7,1214.5,656.5,1466.4,2524.6,2620.4,2840.7,626.3,1454.7,1557.8,2057.1,4482.4,1545.6,1750.6,2421.9,2092,1984.1,1628.2,2287,3417.2,1705.2
D00760_at,PSMA2,955.3,693.3,887.6,711.5,1111.7,955.9,983.4,1033.5,748.7,500.4,1031.5,734.4,513.3,572,820.8,508.2,436.9,599.9,990.7,744.2
D00761_at,PSMB1,2395.5,1792,1495.8,1851.9,2215.6,1931.1,1751,2142.6,1823.8,1097.4,2463.3,1927,1398,1649.9,1483.1,1050.4,1310.1,1303.8,1563.5,1968.4
D00762_at,PSMA3,1425,941.8,1167.7,1261.4,1420.3,1282.1,1095.7,1789.1,1217.8,577.6,1406.1,1435.4,921.9,872.5,1125,787.1,668.1,770.1,1117.8,1140.3
D00763_at,PSMA4,1250.7,776.7,717.2,856.1,1138.5,1085.5,941.2,1301.7,830.9,477.2,1363.6,969.1,737.2,656.3,793.5,505.8,674.1,692.6,1109.3,770.5
D00860_at,PRPS1,181.3,276.3,284.3,202.7,263.1,272,235.6,228.8,275.6,221.7,225.6,182.5,225.3,195,341.8,231.5,153.2,170.9,200,162.2
D10040_at,ACSL1,1328.7,456.2,1729.7,384.6,302.2,209.8,1737.6,430,325.8,469.4,357.6,415.6,272.8,638.5,303.3,235.2,152.8,116,162.4,104.4
D10202_at,PTAFR,1432.4,555.7,578.6,275.6,737.6,640.1,695.5,712.1,558.4,728.2,720.3,788.9,577.2,1256.6,483.4,341.4,371.2,460.5,502.8,563.1
D10326_s_at,PKLR,36.1,32.3,35.2,40.3,26.9,23.9,24.3,27.5,42.1,27.3,19.2,30.8,38.8,21.1,33.9,27.1,55,44.8,33.3,22.3
D10495_at,PRKCD,4139.5,1516.4,1512.1,1878.7,1655.6,1904.6,3336,3050.6,2507.4,3118,3236.9,3628.3,2265.3,3373,1507.6,1319.9,1922.6,2062.1,1917,1710.7
D10511_at,ACAT1,297.6,236,236.8,234.8,237.5,215.2,200.1,283.3,320.3,230,303.1,248.6,256.9,256.7,291.4,168.7,255.1,239.3,220.1,267.5
D10522_at,MARCKS,2343.1,2296.7,3835.3,1225.7,1498.7,1188.8,1199.6,1559,893.1,1390,2402.1,1381.1,1344.8,2888.9,1048.7,609.2,519,426.4,942.1,882.1
D10523_at,OGDH,642.9,294.7,370.1,506,960.1,722.6,614.9,851.6,876.2,804.1,1146.1,561.1,404.3,962.9,457,459.7,541.1,501.6,721.3,811.8
D10537_s_at,MPZ,112.7,142.4,127.2,153.2,161.8,122.3,170.7,115.6,186.7,111.6,101,32.6,95.3,141.5,125.1,138.9,134.4,122.9,147.3,143.7
D10656_at,CRK,108.5,114.6,107.3,93.6,74.6,84.7,101.1,129.5,78.3,87.7,140.1,69.4,78.9,123.6,126,128,100.3,19.5,128.9,100.3
D10667_s_at,MYH11,5,8.2,3.6,2.2,1.9,3.9,2.5,2,1.9,1.7,2.7,11.4,8,3.8,30.4,2.9,9.9,7.4,3.5,3.4
D10704_at,CHKA,94.2,49.7,177.3,33.2,95.3,106.1,151.2,139.1,27.7,194.3,35,98.9,126,154.9,51.3,62.1,42.2,94.4,62.8,61.7
D10922_s_at,FPR2,732.3,346.2,340.5,165.2,111.5,103.7,793,305.7,128.5,134,200.4,225.3,124.6,263.4,205.9,95.9,70.9,51.3,219.1,97.6
D10923_at,HCAR3,1563.3,574.2,909.8,467.7,254.4,169.7,589.6,257.5,212.8,95.3,129.3,273.5,244.5,222.9,297.4,154.3,148.3,118.4,190,179.2
D10925_at,CCR1,1599.6,627.9,250.1,1167.6,291.9,382.6,381.6,452.5,543.2,610.3,421.5,816.3,415,1042.5,381.5,407.5,210,140.1,311.3,394.2
D10995_at,HTR1B,94.2,65.2,143.9,83.2,108.2,63.4,125.4,103,143.5,93.4,97.8,122.1,74.5,72.7,119.2,48.9,174.2,154.5,130.2,118.4
D11086_at,IL2RG,4183.9,1451.8,2688.6,3765.8,3661.4,4623.2,2195.2,4980.5,4965.6,1471.5,2877.7,2646.4,2890.5,1357,3776.1,3942.2,2166.2,2877.4,3125.1,3210.3
D11094_at,PSMC2,999.2,629.1,603.2,740.4,790.5,908.3,646.3,1051.5,688.4,465.9,1023.9,630,504,410.7,773.7,634.7,510.8,622.3,723.4,958.7
D11139_at,TIMP1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
D11151_at,EDNRA,11.3,4.2,49,5,3.7,34.7,29.8,7.5,22.4,5.8,1.8,37,11.7,4.3,40.3,22.3,24.7,8.2,12.8,30.3
D11327_s_at,PTPN7,225.1,244.7,277.6,245.2,317.1,289.2,209,367.5,466.9,335.6,314.8,271.1,188.9,302.5,194.3,211.2,279.5,342.8,202.6,309.3
D11428_at,PMP22,66.7,60.3,30.5,58.2,65.9,56.5,22.7,42.5,95,13,14.1,21.3,7.7,35,57.2,54.1,27.3,18.7,65.1,47.3
D12485_at,ENPP1,28.3,46,13,21.7,14.2,25.9,11.2,22.8,28.3,16.9,7.1,36.7,33.1,23.1,21.7,49.5,46.8,7.5,22.2,57
D12620_s_at,CYP4F2,150.2,86,27.8,20.8,30.2,12.4,373.8,106.5,20,22.8,59,129.9,50.7,27,127.9,65.2,21.1,26.5,40.6,36.8
D12625_at,NF1,11.1,5.9,7.9,33.8,3.5,1.7,3.8,6.6,5.9,6.6,8.1,17.8,22.1,13.7,10.8,2.6,26.9,3.4,6.2,21.9
D12676_at,SCARB2,11.8,60.1,5.3,60.3,32,44.6,46.7,56.1,5.1,70.6,115.7,7,54,95,30.9,39,34.6,38.6,45,52.2
D12686_at,EIF4G1,516.3,91.6,207,77.6,258,336.4,405.7,417.2,428,491,646.3,408.2,239.2,559.5,201.9,326.3,350.1,90.2,318.2,281.7
D12763_at,IL1RL1,18.4,21.5,19.1,14.4,15,9.2,22.1,13.7,18.2,25.1,23.4,23.5,9.8,6.8,13,15.8,16,61.5,17,21.8
D12775_s_at,AMPD3,320.4,197.8,231.3,133.8,222.7,260.1,246.1,280.2,164.5,467.5,352.4,288.1,239,360,208.9,167.9,201.9,125.3,170.3,189.5
D13118_at,ATP5G1,1235.2,796.9,1011.9,1094,1031.3,1260.4,1051.1,1192,1166.5,881.5,1216.2,1514.1,803.3,654.9,943.1,1004.4,1096.5,1350.4,956,1511.3
D13146_cds1_at,CNP,549.6,440.7,473.4,558,450.8,443.1,394.3,501.6,518.4,585.9,676.9,582,464.1,578.3,356.6,329.6,277.9,302.5,454.1,356.9
D13168_at,EDNRB,20.7,17.9,2.4,2.4,3.7,2.1,3.5,1.5,1,1,7.4,18.8,8.3,4.2,0.7,8.2,20.9,45.8,1.6,13.9
D13264_at,MSR1,7.9,12,5.7,2.5,10.1,3.4,15,1.5,22.4,3.5,2.6,5.9,22.3,9.4,2.3,4.2,9.1,20.9,6.9,2.9
D13305_at,CCKBR,32,65.8,77,83,21.3,24,45.2,23.1,20.3,63.7,15.5,50.9,97,14.6,30,55.8,92.9,29.2,43.5,29.8
D13315_at,GLO1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
D13370_at,APEX1,1026.9,868.4,1199,910.4,1135.2,1274.8,1110.7,1071,1021.7,729.6,1288.4,1136,942.5,793.1,1117.3,1094,958.3,1331.1,1136.6,1529.9
D13413_rna1_s_at,RPL24,21085.6,18892.4,25585.4,19084.3,17215.7,20994.2,16189.9,15915.7,22727.6,17268.9,15530.6,22237.7,24070.2,15002.4,18840.1,21996.7,14532.7,14977.5,12761,14929.5
D13435_at,PIGF,283.6,188,159.2,82.4,190,238.2,241.8,207.1,165,150.6,250.9,277,206,136.3,203.5,159.3,186.8,144.1,173.4,184.8
D13540_at,PTPN11,9.5,29.1,8.7,28.6,47.4,30.4,57.8,43.5,18.3,35.4,93.6,4.9,11.3,99.3,42.9,60.4,63,58.1,74.5,63.6
D13626_at,P2RY14,257.3,38.5,23.7,4.4,30,7.2,4.5,55.5,30.3,13.9,6.7,3.2,44.4,6.5,36.8,5.9,38.3,18.1,27.2,20.4
D13627_at,CCT8,1529.9,636.7,824.9,1321.9,1260.3,1463.1,1106.1,1281.6,1013.4,715,1286.7,1277,1181,778,1171.8,967.6,954.1,1196.9,1261.9,1218.4
D13628_at,ANGPT1,27.8,48.2,38.3,34.9,35.2,37.1,50.6,45.5,21.5,12.6,35.1,42.1,17.4,38.9,46.6,33,38.4,53.7,52.5,29.5
D13630_at,BZW1,825.5,526.1,692.4,605,1165.4,883.1,766.1,1119.7,851.2,650.4,964.9,649.2,471.9,732.6,754.2,598.9,504.5,713.2,1019.7,889.2
D13631_s_at,ARHGEF6,760.2,496,647.2,717.6,919.6,1069.8,604.3,919.4,862.5,471.2,1000.3,465.7,589.9,697.9,825.5,986.1,451.4,487.1,755.6,625.6
D13633_at,DLGAP5,51.3,47.6,23.1,32.8,35.9,32.6,43.8,33.5,34.6,35.3,48.7,8.9,6.3,30.4,22.4,28.5,89.8,20.4,10.7,5.4
D13634_at,MTFR1,60.9,79.8,62.4,17.4,34.6,62.8,52,38.3,61.4,30.6,39.8,60.4,70.1,49.6,45.1,38.2,115.8,70.6,67.6,92.5
D13635_at,UBE3C,161.7,65.2,130.1,128,198.6,177.5,142.3,159.8,239.4,149.2,212.3,147.3,103.4,256.1,121.4,146,125,82.8,150.8,149.6
D13636_at,GTF3C2,314.3,239.4,246.1,129.4,466.1,361.7,299.3,317.4,267.5,188.2,474.4,263,250.7,368.2,307,288.7,320.1,398.7,347.9,440.6
D13637_at,TLR1,1542.7,663.8,227.1,868.5,551,502.1,1566.6,492.6,651.1,626.8,716.4,1404.6,657.3,597.5,619.8,278.5,488.7,383.9,504.5,629.7
D13638_s_at,ARHGAP11A,4.1,34.4,3.9,3.7,7.5,2.6,0.9,3.3,1.6,3.4,1.1,2,2.7,4,1.2,1.5,1.3,1.8,2.8,3.6
D13639_at,CCND2,1784.1,695,1264.1,1495.4,1759.5,1963.9,584.9,1736.1,2501.7,499.6,1223.4,1216.3,1367.8,690.8,2190.3,1764,972.8,1470.5,2197.2,2211
D13640_at,PPM1F,2268.5,981.7,1218.9,851.2,1254.2,1301.4,1332.7,1099,1453.2,1164,1978.8,1945.3,1077.3,1627.1,964.8,831.7,996.5,855.1,1130.7,1309.9
D13641_at,TOMM20,627.3,407.3,567.9,711.8,1114.8,1105.5,658.8,722.5,658.5,662.1,702.1,515.6,493.1,649.8,788.5,838.9,477.8,410.5,654.1,540
D13642_at,SF3B3,114.4,75.9,18,31.5,45.5,24.5,47.3,65,95.4,20.1,51,51.3,149,42.5,67.9,74,47.8,18.5,61.5,33.6
D13643_at,DHCR24,25.1,21.5,91.4,26.4,141.1,22.6,102,143.2,51.2,16.5,42.6,90.8,94.6,49.7,40.8,74.8,32.7,33,72.4,108.9
D13644_at,USP6NL,25.7,37.6,23.6,10.4,39.3,27.7,26.1,29.8,36.2,27.2,41.3,49.1,11.9,52.9,9.9,33.7,35.8,16.9,25.8,30.6
D13645_at,PUM3,119.3,16,148.6,63.3,69.9,116.7,67.4,148.2,197.8,73.3,103.9,46.5,42.5,126.4,52.4,92.3,63.7,149.4,112.5,154.7
D13666_s_at,POSTN,1.3,17.1,16.7,18,4.9,3.5,6.5,9.5,22.2,20.7,4.4,5.7,5.6,3.3,12.1,1.6,8.1,28.5,2.3,20.2
D13705_s_at,CYP4A11,105.4,113.2,160.8,142.2,80.4,24.9,115.1,21.7,27.9,113.4,29.3,68.8,157.6,47.8,46,108.3,20.7,36.9,83.6,81.7
D13720_s_at,ITK,308.6,226.4,846.9,545.9,683.5,660.2,171,596.6,639.3,363.6,430.3,245.5,484.6,297,542.6,838.5,222.2,282.2,551.5,428.4
D13748_at,LOC101928634,4987.3,2962.3,3867.2,3850.7,3638.7,4102.8,4334.1,3664.9,3994.9,2666,4797.1,5034.6,2496.8,3292.8,2294.7,2950.1,3165.6,3539.1,2550.1,5765.4
D13789_at,MGAT3,41.6,36,46.5,34,25.2,26.5,31.3,25.5,40.8,39.9,36.5,40.8,22.3,35.4,37.7,38.8,155.5,43.8,21.1,32.2
D13814_s_at,AGTR1,22.8,17.3,35.8,15.5,21.7,2.8,3.2,3.5,30,10.6,12.6,19.1,41.1,32.2,31.2,23.5,31.3,39.5,4.2,38.3
D13897_rna2_at,PYY,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
D13900_at,ECHS1,1801.8,689.4,919.8,1236.1,1125.9,1478.4,1226.8,1107.6,1531.1,1223.5,941.5,1317.6,750.1,772.3,1244.3,985.8,1093.6,1036.8,925.5,668.6
D13969_at,PCGF2,24.5,21.7,19.9,11.6,48.2,15.8,11,44.7,22.2,17.3,7.9,29.7,25,34.4,15.4,15.3,14.2,26.1,14,19.6
D13988_at,GDI2,1945.6,943.9,981.4,1096.4,1108.3,1241.2,1180,2003.5,1188.2,1029.8,2048.9,1072.6,598,2332.1,1326.1,1602.3,1763.2,1715.6,1276.7,3583.1
D14043_at,CD164,1139.3,926.5,746.1,855.1,1713.1,1247,1478.7,1422.9,973.2,1126.3,1453.7,944.4,529.8,1081.9,1202.7,1109.8,557.6,847.5,1333.6,954.5
D14134_at,RAD51,7.3,27.6,5,10.8,7.1,4.8,7.1,6.9,1.9,5,2.5,9.4,6.9,3.4,5.3,8.7,12.7,7,4.8,7.8
D14446_at,FGL1,46.8,31.3,21.5,28.5,7.2,34.9,31.1,7.9,8.1,29.2,4.3,25.9,37.8,21.1,5.1,20.4,42.6,12.6,29.4,35.5
D14497_at,MAP3K8,45.7,32.4,46.7,6.8,29.8,19.3,30.5,41.4,7.8,31.1,16.5,27,11.5,14.8,45.8,23.3,3.7,31,17.4,22.4
D14520_at,KLF5,76,39.6,25.2,54.6,30.3,31.5,62,46.1,20.3,84.2,23.9,15.2,15.7,64.8,45.3,43.2,63.1,111,2.6,43.9
D14530_at,RPS23,14645.3,13137.8,14964.1,12100.4,11681.5,12131.8,10852.9,10660.2,11576.1,9699,12636.7,15884.7,14557,9203,12900.3,11813.2,13450.1,14839.4,10575,19524
D14533_at,XPA,181.6,152.3,129.6,139.3,246.4,203.9,178.9,247.1,220.3,299.1,271.1,206.6,104.6,196.2,218.5,159.9,215.3,173.1,168.3,290.9
D14657_at,KIAA0101,7.9,42.6,53.7,44.3,56.1,81,104.7,61.2,42.5,36.6,36.1,68.1,17.8,24.7,25.6,22.3,60,34.3,34.3,30.4
D14658_at,SPCS2,1292.9,1121,666.3,879,2087.1,1809.6,1663.7,1923,1465.6,948.2,1702.8,1029.9,591.4,1234.5,1405.4,836.5,691.5,837.9,1925.5,1201.4
D14659_at,EMC2,130.5,82,60.1,54.8,112,104.9,114.2,152.7,116.8,40.1,87.9,65.5,66.2,82.3,97.8,48.4,79.8,44,149.4,77.1
D14660_at,MRPL19,28.3,50,15.6,38.3,38.5,37.6,36.2,53.6,47.8,31.3,38.3,38.5,11.8,46.7,41,52.6,75.5,69.9,39.4,5.6
D14661_at,WTAP,602.8,542.5,1107.4,522.2,946.1,673.4,501.4,743.5,545.4,602.7,1296.7,548.1,350.1,865.1,639.3,424.2,306.1,414.9,809.3,703.1
D14662_at,PRDX6,690.5,557.2,698,773.7,814.3,919.5,1100.1,1176.9,469.7,532.5,943.6,667,495.7,856.1,918.5,746.5,867.7,602,638.7,803.6
D14663_at,PSMD6,945.9,697.7,740.8,820.5,1062.5,1403.4,1073.8,1224.6,855.9,1250.4,1701.7,1107.9,643.2,938.6,1005.2,906.1,503.4,716.6,864,1220.5
D14664_at,LY75-CD302,424,423.6,294.6,384.3,377,495.7,857.5,302.3,355.9,566.9,597.1,406.4,324.1,368.6,394.5,340.3,278.5,205.6,419.2,357.7
D14678_at,KIFC1,9.2,12.1,18.2,17.2,9.6,12.6,13.6,8,10,20.6,12.5,26.6,30.2,12,15.4,27.8,15.4,14.2,10.9,18.3
D14686_at,AMT,434.5,290.7,222.3,378.8,335.6,366.2,340.8,360.7,410.5,346.6,365,384.2,437.1,296.7,343.7,508.4,301.8,232,381.3,395.3
D14689_at,NUP214,2156,1166.4,933.4,886.4,861.1,891.2,1476.8,1178.3,1053.2,1206.6,1311.5,1820.3,1034.2,1234.7,771.9,893.5,993.8,657.3,738.9,1021.7
D14694_at,PTDSS1,3152.3,1476.6,2202.6,2587.3,2343.6,2948.9,2614.2,2276.5,1974.9,2477.7,3466.8,2416.2,1596.4,1905.4,1601.5,2170.9,1789.2,1777.8,1590.4,2222.8
D14695_at,HERPUD1,814.2,584.6,750.3,913.2,1009.9,859.5,1125.9,862.2,857.4,820.1,1297.5,807.1,206.3,730.6,471,538.3,356.5,459.6,904.5,945.1
D14710_at,ATP5A1,6441.8,4067.9,5126.9,5301.2,5429.1,7665.3,6281.9,5410.5,5763.2,3760.3,6425.4,6394.1,3693.4,4745.4,4016.3,5428.6,5037,4625.2,3680.2,6602.3
D14811_at,MAD2L1BP,663.8,346.5,402.4,701.3,394.9,548.4,504.5,714.1,524.4,304,679.3,523.6,256.6,468.6,220.4,429.2,445.4,408.7,298.6,493.1
D14812_at,MORF4L2,786.9,295.5,691.2,563.6,624.2,688.6,488.7,811.1,729.5,310,666.1,603.2,216.9,344.7,517.5,650.6,312.9,378.6,635.3,615.9
