"","ob_time","hour","day","month","wind_speed","air_temperature","rltv_hum","visibility","Site"
"1","2020-01-01 00:00:00",0,1,1,3,7,86.8,1000,1135
"2","2020-01-01 01:00:00",1,1,1,1,7,86.8,1000,1135
"3","2020-01-01 02:00:00",2,1,1,2,7,86.8,1000,1135
"4","2020-01-01 03:00:00",3,1,1,3,7,81,1000,1135
"5","2020-01-01 04:00:00",4,1,1,3,7,81,1000,1135
"6","2020-01-01 05:00:00",5,1,1,3,7,75.3,1000,1135
"7","2020-01-01 06:00:00",6,1,1,2,7,75.3,1000,1135
"8","2020-01-01 07:00:00",7,1,1,1,6,81.7,1000,1135
"9","2020-01-01 08:00:00",8,1,1,3,6,81.7,1000,1135
"10","2020-01-01 09:00:00",9,1,1,3,5,80.9,1000,1135
"11","2020-01-01 10:00:00",10,1,1,3,5,87.2,1000,1135
"12","2020-01-01 11:00:00",11,1,1,5,6,81.7,1000,1135
"13","2020-01-01 12:00:00",12,1,1,6,6,81.7,1000,1135
"14","2020-01-01 13:00:00",13,1,1,4,6,81.7,1000,1135
"15","2020-01-01 14:00:00",14,1,1,4,6,81.7,1000,1135
"16","2020-01-01 15:00:00",15,1,1,4,6,81.7,900,1135
"17","2020-01-01 16:00:00",16,1,1,3,6,81.7,1000,1135
"18","2020-01-01 17:00:00",17,1,1,2,4,86.7,700,1135
"19","2020-01-01 18:00:00",18,1,1,3,4,93.4,600,1135
"20","2020-01-01 19:00:00",19,1,1,2,5,87.2,600,1135
"21","2020-01-01 20:00:00",20,1,1,3,6,86.3,600,1135
"22","2020-01-01 21:00:00",21,1,1,3,6,93.9,700,1135
"23","2020-01-01 22:00:00",22,1,1,5,7,86.8,1000,1135
"24","2020-01-01 23:00:00",23,1,1,5,7,92.6,1000,1135
"25","2020-01-02 00:00:00",0,2,1,5,7,86.8,1000,1135
"26","2020-01-02 01:00:00",1,2,1,6,8,81.8,1000,1135
"27","2020-01-02 02:00:00",2,2,1,6,7,86.8,1000,1135
"28","2020-01-02 03:00:00",3,2,1,5,7,81,1000,1135
"29","2020-01-02 04:00:00",4,2,1,4,6,86.3,1000,1135
"30","2020-01-02 05:00:00",5,2,1,6,6,86.3,1000,1135
"31","2020-01-02 06:00:00",6,2,1,6,6,86.3,1000,1135
"32","2020-01-02 07:00:00",7,2,1,5,6,86.3,1000,1135
