"","ob_time","hour","day","month","wind_speed","air_temperature","rltv_hum","visibility","Site"
"1","2020-01-01 00:00:00",0,1,1,4,2,65,5000,161
"2","2020-01-01 01:00:00",1,1,1,6,-1.1,82.1,4500,161
"3","2020-01-01 02:00:00",2,1,1,2,-1.9,80.8,4000,161
"4","2020-01-01 03:00:00",3,1,1,3,-1.1,82.1,5000,161
"5","2020-01-01 04:00:00",4,1,1,6,0,78.1,4500,161
"6","2020-01-01 05:00:00",5,1,1,8,0.2,86.1,5000,161
"7","2020-01-01 06:00:00",6,1,1,8,0.9,90.2,5000,161
"8","2020-01-01 07:00:00",7,1,1,4,2.1,90.7,5000,161
"9","2020-01-01 08:00:00",8,1,1,5,1.9,92.4,5000,161
"10","2020-01-01 09:00:00",9,1,1,3,1,86.3,700,161
"11","2020-01-01 10:00:00",10,1,1,4,5.5,79.6,5000,161
"12","2020-01-01 11:00:00",11,1,1,7,4.2,83.4,5000,161
"13","2020-01-01 12:00:00",12,1,1,1,3.6,82.9,4000,161
"14","2020-01-01 13:00:00",13,1,1,4,4.4,85.1,3500,161
"15","2020-01-01 14:00:00",14,1,1,9,8.2,62.8,4500,161
"16","2020-01-01 15:00:00",15,1,1,7,4.8,75.8,5000,161
"17","2020-01-01 16:00:00",16,1,1,6,3.7,81.4,5000,161
"18","2020-01-01 17:00:00",17,1,1,3,4.4,78.5,4000,161
"19","2020-01-01 18:00:00",18,1,1,8,5,77.5,2500,161
"20","2020-01-01 19:00:00",19,1,1,4,2.8,84.1,1900,161
"21","2020-01-01 20:00:00",20,1,1,6,5.3,73.3,4000,161
"22","2020-01-01 21:00:00",21,1,1,11,6,71.1,3500,161
"23","2020-01-01 22:00:00",22,1,1,12,6.4,70.2,4500,161
"24","2020-01-01 23:00:00",23,1,1,21,7.1,69.7,5000,161
"25","2020-01-02 00:00:00",0,2,1,12,7.3,71.4,5000,161
"26","2020-01-02 01:00:00",1,2,1,19,9,62.9,5000,161
"27","2020-01-02 02:00:00",2,2,1,20,9.2,59.5,5000,161
"28","2020-01-02 03:00:00",3,2,1,23,8.4,64.6,5000,161
"29","2020-01-02 04:00:00",4,2,1,19,9.2,64.5,5000,161
"30","2020-01-02 05:00:00",5,2,1,24,8.1,73.6,3000,161
"31","2020-01-02 06:00:00",6,2,1,21,7.9,74.8,3500,161
"32","2020-01-02 07:00:00",7,2,1,24,7.8,77.4,3500,161
"33","2020-01-02 08:00:00",8,2,1,25,7.7,78.8,3000,161
"34","2020-01-02 09:00:00",9,2,1,29,8.1,76.5,2900,161
"35","2020-01-02 10:00:00",10,2,1,18,8.6,74.2,3000,161
"36","2020-01-02 11:00:00",11,2,1,13,8.8,75.7,3000,161
"37","2020-01-02 12:00:00",12,2,1,13,9.4,75,4000,161
"38","2020-01-02 13:00:00",13,2,1,10,9.4,76.3,5000,161
"39","2020-01-02 14:00:00",14,2,1,18,9.1,79.9,5000,161
"40","2020-01-02 15:00:00",15,2,1,13,9.3,82.7,5000,161
"41","2020-01-02 16:00:00",16,2,1,19,8.7,89.1,5000,161
"42","2020-01-02 17:00:00",17,2,1,18,8.5,88.9,5000,161
"43","2020-01-02 18:00:00",18,2,1,21,9.4,85.4,5000,161
"44","2020-01-02 19:00:00",19,2,1,17,10.5,76.1,5000,161
"45","2020-01-02 20:00:00",20,2,1,17,10.6,77.4,5000,161
"46","2020-01-02 21:00:00",21,2,1,8,10.3,78.5,5000,161
"47","2020-01-02 22:00:00",22,2,1,18,6.1,86.3,4500,161
"48","2020-01-02 23:00:00",23,2,1,15,5.5,82.9,5000,161
"49","2020-01-03 00:00:00",0,3,1,12,5.4,76.7,2300,161
"50","2020-01-03 01:00:00",1,3,1,10,5.2,70.3,2200,161
"51","2020-01-03 02:00:00",2,3,1,13,4.8,69.8,2200,161
"52","2020-01-03 03:00:00",3,3,1,16,4.7,71.2,2400,161
"53","2020-01-03 04:00:00",4,3,1,10,4.3,69,2300,161
"54","2020-01-03 05:00:00",5,3,1,9,4.4,69.1,2200,161
"55","2020-01-03 06:00:00",6,3,1,13,5,65.2,2000,161
"56","2020-01-03 07:00:00",7,3,1,14,5,65.2,2600,161
