"","ob_time","hour","day","month","wind_speed","air_temperature","rltv_hum","visibility","Site"
"1","2020-01-01 00:00:00",0,1,1,9,6.9,83.6,2000,1302
"2","2020-01-01 01:00:00",1,1,1,5,6.8,86.5,1600,1302
"3","2020-01-01 02:00:00",2,1,1,3,6.6,89.3,1000,1302
"4","2020-01-01 03:00:00",3,1,1,3,6.2,93.8,200,1302
"5","2020-01-01 04:00:00",4,1,1,4,6.1,96.9,210,1302
"6","2020-01-01 05:00:00",5,1,1,2,6.1,96.9,290,1302
"7","2020-01-01 06:00:00",6,1,1,2,6.2,96.9,470,1302
"8","2020-01-01 07:00:00",7,1,1,4,6.5,97,800,1302
"9","2020-01-01 08:00:00",8,1,1,2,6.6,95.4,900,1302
"10","2020-01-01 09:00:00",9,1,1,5,6.7,95.4,1100,1302
"11","2020-01-01 10:00:00",10,1,1,5,6.9,95.5,1000,1302
"12","2020-01-01 11:00:00",11,1,1,4,7.2,94,700,1302
"13","2020-01-01 12:00:00",12,1,1,2,7.1,95.4,330,1302
"14","2020-01-01 13:00:00",13,1,1,3,7.5,95.6,430,1302
"15","2020-01-01 14:00:00",14,1,1,5,7.9,95.6,470,1302
"16","2020-01-01 15:00:00",15,1,1,5,8.1,94.3,1000,1302
"17","2020-01-01 16:00:00",16,1,1,6,8.1,95.7,900,1302
"18","2020-01-01 17:00:00",17,1,1,5,7.9,95.6,600,1302
"19","2020-01-01 18:00:00",18,1,1,3,7.8,95.6,600,1302
"20","2020-01-01 19:00:00",19,1,1,5,7.8,95.6,700,1302
"21","2020-01-01 20:00:00",20,1,1,5,8,95.6,700,1302
"22","2020-01-01 21:00:00",21,1,1,5,8.4,95.6,1200,1302
"23","2020-01-01 22:00:00",22,1,1,9,8.5,93,500,1302
"24","2020-01-01 23:00:00",23,1,1,7,8.4,95.6,1600,1302
"25","2020-01-02 00:00:00",0,2,1,8,8.6,95.7,1300,1302
"26","2020-01-02 01:00:00",1,2,1,8,8.9,94.4,2200,1302
"27","2020-01-02 02:00:00",2,2,1,6,9,94.5,1600,1302
"28","2020-01-02 03:00:00",3,2,1,6,8.7,89,3500,1302
"29","2020-01-02 04:00:00",4,2,1,4,8.2,90.1,3500,1302
"30","2020-01-02 05:00:00",5,2,1,4,7.8,89.9,5000,1302
"31","2020-01-02 06:00:00",6,2,1,6,8.1,85.8,5000,1302
"32","2020-01-02 07:00:00",7,2,1,5,8.3,87.4,4500,1302
"33","2020-01-02 08:00:00",8,2,1,6,9.8,84.2,5000,1302
"34","2020-01-02 09:00:00",9,2,1,7,9.7,81.5,5000,1302
"35","2020-01-02 10:00:00",10,2,1,9,10.1,77.9,3500,1302
"36","2020-01-02 11:00:00",11,2,1,11,10.4,79.5,4000,1302
"37","2020-01-02 12:00:00",12,2,1,14,10.3,82,3000,1302
"38","2020-01-02 13:00:00",13,2,1,11,10.5,80.8,4500,1302
"39","2020-01-02 14:00:00",14,2,1,13,10.6,82.1,3000,1302
"40","2020-01-02 15:00:00",15,2,1,12,10.7,82.2,3000,1302
"41","2020-01-02 16:00:00",16,2,1,9,10.6,83.3,1900,1302
"42","2020-01-02 17:00:00",17,2,1,11,10.6,85.9,1700,1302
"43","2020-01-02 18:00:00",18,2,1,13,10.4,90.9,1400,1302
"44","2020-01-02 19:00:00",19,2,1,18,10.8,89.7,1900,1302
"45","2020-01-02 20:00:00",20,2,1,18,11.1,88.7,1400,1302
"46","2020-01-02 21:00:00",21,2,1,16,11,92.4,1100,1302
"47","2020-01-02 22:00:00",22,2,1,17,11.3,93.7,500,1302
"48","2020-01-02 23:00:00",23,2,1,14,11.4,93.8,410,1302
"49","2020-01-03 00:00:00",0,3,1,15,11.8,93.8,800,1302
"50","2020-01-03 01:00:00",1,3,1,13,11.8,93.8,1700,1302
"51","2020-01-03 02:00:00",2,3,1,8,10.8,89.7,5000,1302
"52","2020-01-03 03:00:00",3,3,1,9,10.7,88.5,5000,1302
"53","2020-01-03 04:00:00",4,3,1,6,10.4,89.6,5000,1302
"54","2020-01-03 05:00:00",5,3,1,8,10.4,88.4,5000,1302
"55","2020-01-03 06:00:00",6,3,1,7,10.4,89.6,5000,1302
"56","2020-01-03 07:00:00",7,3,1,5,10.2,93.4,500,1302
"57","2020-01-03 08:00:00",8,3,1,7,9.9,96.1,5000,1302
"58","2020-01-03 09:00:00",9,3,1,18,8.5,90.3,1100,1302
"59","2020-01-03 10:00:00",10,3,1,10,7.4,86.8,3500,1302
"60","2020-01-03 11:00:00",11,3,1,6,7.6,87,1800,1302
"61","2020-01-03 12:00:00",12,3,1,12,8.2,85.8,2800,1302
"62","2020-01-03 13:00:00",13,3,1,9,8.1,80.3,2900,1302
"63","2020-01-03 14:00:00",14,3,1,11,8.7,72.7,1700,1302
"64","2020-01-03 15:00:00",15,3,1,10,8.1,69.3,2000,1302
"65","2020-01-03 16:00:00",16,3,1,8,6.9,79.2,3000,1302
"66","2020-01-03 17:00:00",17,3,1,7,5.7,82.6,3000,1302
"67","2020-01-03 18:00:00",18,3,1,3,4.8,85.3,2400,1302
"68","2020-01-03 19:00:00",19,3,1,8,4.3,89.9,2000,1302
"69","2020-01-03 20:00:00",20,3,1,4,4.5,89.9,1900,1302
"70","2020-01-03 21:00:00",21,3,1,5,3.6,87.9,1600,1302
"71","2020-01-03 22:00:00",22,3,1,2,3.1,87.5,1200,1302
"72","2020-01-03 23:00:00",23,3,1,4,3.6,91.3,2400,1302
"73","2020-01-04 00:00:00",0,4,1,6,3.9,89.6,2200,1302
"74","2020-01-04 01:00:00",1,4,1,9,4.5,86.6,2200,1302
"75","2020-01-04 02:00:00",2,4,1,5,4.6,91.7,2100,1302
"76","2020-01-04 03:00:00",3,4,1,4,4.3,91.6,2400,1302
"77","2020-01-04 04:00:00",4,4,1,3,3.8,93.1,900,1302
"78","2020-01-04 05:00:00",5,4,1,6,5.3,90.2,2800,1302
"79","2020-01-04 06:00:00",6,4,1,7,5.9,89,1700,1302
"80","2020-01-04 07:00:00",7,4,1,7,5.9,89,3500,1302
"81","2020-01-04 08:00:00",8,4,1,6,5.8,87.5,3000,1302
"82","2020-01-04 09:00:00",9,4,1,6,6.5,87.8,2500,1302
"83","2020-01-04 10:00:00",10,4,1,7,7.2,86.6,4500,1302
"84","2020-01-04 11:00:00",11,4,1,5,8.1,85.7,4000,1302
"85","2020-01-04 12:00:00",12,4,1,8,8.8,80.7,4000,1302
"86","2020-01-04 13:00:00",13,4,1,10,8.7,84.7,4000,1302
"87","2020-01-04 14:00:00",14,4,1,7,9,80.8,3500,1302
"88","2020-01-04 15:00:00",15,4,1,5,8.1,88.6,4500,1302
"89","2020-01-04 16:00:00",16,4,1,7,7.6,88.3,5000,1302
"90","2020-01-04 17:00:00",17,4,1,6,7.5,89.7,2500,1302
"91","2020-01-04 18:00:00",18,4,1,2,7.2,91,4000,1302
"92","2020-01-04 19:00:00",19,4,1,4,7.2,92.6,3500,1302
"93","2020-01-04 20:00:00",20,4,1,3,7,92.5,4000,1302
"94","2020-01-04 21:00:00",21,4,1,4,7,91,3000,1302
"95","2020-01-04 22:00:00",22,4,1,4,7.2,94,4500,1302
"96","2020-01-04 23:00:00",23,4,1,4,6.6,92.4,4500,1302
"97","2020-01-05 00:00:00",0,5,1,3,5.8,92.2,5000,1302
