"","ob_time","hour","day","month","wind_speed","air_temperature","rltv_hum","visibility","Site"
"1","2020-01-01 00:00:00",0,1,1,8,1.5,94.1,2300,235
"2","2020-01-01 01:00:00",1,1,1,11,3.3,91.2,3000,235
"3","2020-01-01 02:00:00",2,1,1,7,4,93.2,2400,235
"4","2020-01-01 03:00:00",3,1,1,8,4.2,96.6,1400,235
"5","2020-01-01 04:00:00",4,1,1,12,4.2,96.6,1000,235
"6","2020-01-01 05:00:00",5,1,1,8,4.4,96.7,800,235
"7","2020-01-01 06:00:00",6,1,1,6,4.6,95,700,235
"8","2020-01-01 07:00:00",7,1,1,9,5.2,95,800,235
"9","2020-01-01 08:00:00",8,1,1,9,5.4,93.6,1000,235
"10","2020-01-01 09:00:00",9,1,1,15,7.1,85.2,2000,235
"11","2020-01-01 10:00:00",10,1,1,11,7.3,83.9,2200,235
"12","2020-01-01 11:00:00",11,1,1,10,7.3,83.9,1900,235
"13","2020-01-01 12:00:00",12,1,1,15,7.7,78.5,2200,235
"14","2020-01-01 13:00:00",13,1,1,20,7.1,78.1,1800,235
"15","2020-01-01 14:00:00",14,1,1,18,7.5,74.2,1900,235
"16","2020-01-01 15:00:00",15,1,1,22,6.9,76.5,1600,235
"17","2020-01-01 16:00:00",16,1,1,20,6.8,76.4,1600,235
"18","2020-01-01 17:00:00",17,1,1,18,6.5,76,1700,235
"19","2020-01-01 18:00:00",18,1,1,17,6.8,76.4,1700,235
"20","2020-01-01 19:00:00",19,1,1,8,6.7,77.7,1500,235
"21","2020-01-01 20:00:00",20,1,1,15,6.5,77.6,1600,235
"22","2020-01-01 21:00:00",21,1,1,15,6.4,77.3,1700,235
"23","2020-01-01 22:00:00",22,1,1,13,6,81.6,1500,235
"24","2020-01-01 23:00:00",23,1,1,9,6.3,80.3,1600,235
"25","2020-01-02 00:00:00",0,2,1,16,6.5,83.5,1500,235
"26","2020-01-02 01:00:00",1,2,1,14,6.8,83.7,1400,235
"27","2020-01-02 02:00:00",2,2,1,13,7.2,81.1,1700,235
"28","2020-01-02 03:00:00",3,2,1,21,7.5,82.7,3000,235
"29","2020-01-02 04:00:00",4,2,1,22,8,80.3,3000,235
"30","2020-01-02 05:00:00",5,2,1,25,8,81.7,2900,235
"31","2020-01-02 06:00:00",6,2,1,12,8,80.3,3000,235
"32","2020-01-02 07:00:00",7,2,1,3,7.6,81.4,3000,235
"33","2020-01-02 08:00:00",8,2,1,12,8.1,80.5,2900,235
"34","2020-01-02 09:00:00",9,2,1,13,8.5,79.4,3000,235
"35","2020-01-02 10:00:00",10,2,1,26,9.1,78.5,3500,235
"36","2020-01-02 11:00:00",11,2,1,25,9.4,77.5,3500,235
"37","2020-01-02 12:00:00",12,2,1,22,9.6,81.6,3500,235
"38","2020-01-02 13:00:00",13,2,1,24,9.4,86.7,1600,235
"39","2020-01-02 14:00:00",14,2,1,20,8.9,93.2,1000,235
"40","2020-01-02 15:00:00",15,2,1,15,9,94.6,1100,235
"41","2020-01-02 16:00:00",16,2,1,15,9.7,90.7,3500,235
"42","2020-01-02 17:00:00",17,2,1,20,9.8,92.1,900,235
"43","2020-01-02 18:00:00",18,2,1,23,9.8,88.2,3500,235
"44","2020-01-02 19:00:00",19,2,1,21,10.2,83.3,4000,235
